DATA AS OF,DEVELOPMENT,HUD AMP#,TDS#,CONSOLIDATED TDS#,DEVELOPMENT EDP#,OPERATING EDP#,HUD #,PROGRAM,METHOD,TYPE,NUMBER OF SECTION 8 TRANSITION APARTMENTS,NUMBER OF CURRENT APARTMENTS,TOTAL NUMBER OF APARTMENTS,NUMBER OF RENTAL ROOMS,AVG NO R/R PER APARTMENT,POPULATION SECTION 8 TRANSITION,POPULATION PUBLIC HOUSING,TOTAL POPULATION,NUMBER OF RESIDENTIAL BLDGS,NUMBER OF NON-RESIDENTIAL BLDGS,NUMBER OF STAIRHALLS,NUMBER OF STORIES,TOTAL AREA SQ FT,ACRES,NET DEV AREA SQ FT,EXCLUDING PARK ACRES,BLDG COVERAGE SQ FT,CUBAGE CU FT,BLDG COVERAGE %,DENSITY,DEVELOPMENT COST,PER RENTAL ROOM,AVG MONTHLY GROSS RENT,LOCATION STREET A,LOCATION STREET B,LOCATION STREET C,LOCATION STREET D,BOROUGH,COMMUNITY DISTIRCT,US CONGRESSIONAL DISTRICT,NY STATE SENATE DISTRICT,NY STATE ASSEMBLY DISTRICT,NY CITY COUNCIL DISTRICT,COMPLETION DATE,FEDERALIZED DEVELOPMENT,SENIOR DEVELOPMENT,ELECTRICITY PAID BY RESIDENTS,PRIVATE MANAGEMENT
1/1/16,HARRISON AVENUE REHAB (GROUP B),NY005013410,547,341,773,762,NY005287,FEDERAL,TURNKEY,REHAB,,149,150,658.5,4.42,,314,314,4,0,4,5-66,"44,753",1.03,"44,753",1.03,"29,954","1,856,310",66.93%,304.85000000000002,"$10,059,298","$15,150",$401.00,UNIVERSITY PL,W BURNSIDE AVE,GRAND AVE,KINGSLAND PL,BRONX,5,15,29,86,14,12/1/86,,,YES,YES
1/1/16,HERNANDEZ,NY005011000,184,100,286,237,NY005085,FEDERAL,CONVENTIONAL,NEW CONST,,149,149,601.5,4.04,,269,269,1,0,1,17,"44,689",1.03,"44,689",1.03,"13,167","1,293,680",29.46%,261.17,"$3,731,491","$6,077",$516.44,ALLEN ST,STANTON ST,ELDRIDGE ST,E HOUSTON ST,MANHATTAN,3,7,26,65,1,8/31/71,,,,
1/1/16,HIGHBRIDGE GARDENS,NY005000780,078,078,229,229,NY005026,FEDERAL,CONVENTIONAL,NEW CONST,,700,700,3252.0,4.6500000000000004,,"1,645","1,645",6,0,6,13-14,"496,875",11.41,"496,875",11.41,"55,678","5,837,785",10.12%,144.16999999999999,"$7,547,875","$2,321",$488.27,SEDGWICK AVE,W 167TH ST,UNIVERSITY AVE,,BRONX,4,15,29,77,16,6/18/54,,,,
1/1/16,HIGHBRIDGE REHABS (ANDERSON AVENUE),NY005015310,370,531,808,482,NY005312,FEDERAL,TURNKEY,REHAB,,135,135,640.5,4.74,,364,364,4,0,4,5-6,"36,729",0.84,"36,729",0.84,"27,249","1,778,952",74.19%,433.33,"$13,271,641","$20,721",$432.00,ANDERSON AVE,W 166TH ST,NELSON AVE,W 167TH ST,BRONX,4,15,29,"77, 84","08, 16",4/30/97,,,YES,YES
1/1/16,HIGHBRIDGE REHABS (NELSON AVENUE),NY005015310,371,531,809,482,NY005313,FEDERAL,TURNKEY,REHAB,,80,80,380.0,4.75,,212,212,3,0,3,5-6,"37,492",0.87,"37,492",0.87,"18,840","1,042,289",50.25%,243.68,"$8,428,841","$22,181",$543.00,W 166TH ST,NELSON AVE,W 168TH ST,,BRONX,4,15,29,77,16,10/31/96,,,YES,YES
1/1/16,HOE AVENUE-EAST 173RD STREET,NY005015300,215,530,333,748,NY005164,FEDERAL,TURNKEY,NEW CONST,,65,65,270.5,4.16,,143,143,1,0,1,6,"22,000",0.51,"22,000",0.51,"9,242","602,580",42.01%,280.39,"$1,583,566","$5,801",$445.63,HOE AVE,E 173RD ST,E 174TH ST,VYSE AVE,BRONX,3,15,32,79,17,12/31/70,,,,YES
1/1/16,HOLMES TOWERS,NY005011390,159,139,277,253,NY005069,FEDERAL,CONVENTIONAL,NEW CONST,,535,537,2068.5,3.87,,944,944,2,0,2,25,"122,341",2.81,"122,341",2.81,"19,872","3,893,920",16.24%,335.94,"$10,435,545","$4,952",$445.63,FIRST AVE,ISAACS HOUSES,FDR DRIVE,E 92ND ST,MANHATTAN,8,12,28,68,5,4/30/69,,,,
1/1/16,HOPE GARDENS,NY005012470,247,247,546,546,NY005218,FEDERAL,CONVENTIONAL,NEW CONST,,324,324,1409.0,4.3499999999999996,,702,702,4,1,4,7-14,"202,500",4.6500000000000004,"202,500",4.6500000000000004,"41,000","351,600",20.25%,150.97,"$20,632,339","$14,504",$456.44,LINDEN ST,WILSON AVE,GROVE ST,,BROOKLYN,4,7,18,53,37,8/31/81,,PARTIALLY,YES,
1/1/16,HOWARD,NY005000720,072,072,568,568,NY005244A,FEDERAL,CONVENTIONAL,NEW CONST,,814,815,3704.0,4.55,,"1,924","1,924",10,0,16,7-13,"664,735",15.26,"621,176",14.26,"87,500","6,943,700",13.16%,126.08,"$11,359,000","$3,079",$447.04,EAST NEW YORK AVE,MOTHER GASTON BLVD,PITKIN AVE,ROCKAWAY AVE,BROOKLYN,16,8,20,55,41,12/30/55,1979/08/01-ATP 4,,,
1/1/16,HOWARD AVENUE,NY005013510,339,351,782,765,NY005261,FEDERAL,TURNKEY,NEW CONST,,148,150,669.0,4.5199999999999996,,382,382,5,0,25,3,"132,915",3.05,"132,915",3.05,"50,568","1,536,736",38.05%,125.25,"$11,464,557","$15,641",$536.72,EAST NEW YORK AVE,GRAFTON ST,SUTTER AVE,TAPSCOTT ST,BROOKLYN,16,9,20,55,41,8/1/88,,,YES,
1/1/16,HOWARD AVENUE-PARK PLACE,NY005013510,365,351,551,551,NY005225,FEDERAL,TURNKEY,NEW CONST,,156,156,781.0,5.01,,463,463,8,0,159,3,"197,563",4.54,"197,563",4.54,"54,978","1,657,275",27.83%,101.98,"$15,843,706","$20,286",$609.85,HOWARD AVE,STERLING PL,EASTERN PKWY,SAINT JOHNS PL,BROOKLYN,16,9,"20, 25",55,41,8/31/94,,,YES,
1/1/16,HUGHES APARTMENTS,NY005011680,168,168,275,275,NY005081,FEDERAL,CONVENTIONAL,NEW CONST,,509,513,2421.5,4.76,,"1,418","1,418",3,1,4,22,"241,990",5.56,"241,990",5.56,"23,502","4,599,540",9.71%,255.04,"$10,288,064","$4,201",$501.53,ROCKAWAY AVE,MOTHER GASTON BLVD,SUTTER AVE,BELMONT AVE,BROOKLYN,16,9,20,55,41,6/30/68,,,,
1/1/16,HUNTS POINT AVENUE REHAB,NY005015300,367,530,806,748,NY005299,FEDERAL,TURNKEY,REHAB,,131,131,605.5,4.62,,328,328,13,0,13,4-5,"58,206",1.34,"58,206",1.34,"35,180","1,540,888",60.44%,244.78,"$13,280,604","$21,933",$439.02,LAFAYETTE AVE,HUNTS POINT AVE,SENECA AVE,IRVINE ST,BRONX,2,15,"32, 34",85,17,11/30/91,,,YES,YES
1/1/16,HYLAN,NY005010860,109,086,680,680,NY005364,FEDERAL,CONVENTIONAL,NEW CONST,,209,209,933.5,4.47,,460,460,1,0,1,19,"77,658",1.78,"77,658",1.78,"11,403","1,878,400",14.68%,258.43,"$3,945,608","$4,240",$514.90,MOORE ST,HUMBOLDT ST,SEIGEL ST,BUSHWICK AVE,BROOKLYN,1,7,18,53,34,6/30/60,1995/07/13-PTA,,,
1/1/16,INDEPENDENCE,NY005021400,140,234,442,442,NY005376,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,108,742,744,3341.0,4.5,289,1502,"1,791",6,0,6,21,"232,000",5.33,"232,000",5.33,"44,685","6,457,003",19.26%,336.02,"$14,543,000","$4,344",$426.34,CLYMER ST,WILSON ST,WYTHE AVE,BEDFORD AVE,BROOKLYN,1,7,18,50,33,10/31/65,,,,
1/1/16,INGERSOLL,NY005000140,014,014,510,510,NY005213B,FEDERAL,CONVENTIONAL,NEW CONST,,"1,826","1,840",8678.0,4.75,,"4,314","4,314",20,1,46,6-11,"997,521",22.9,"925,641",21.25,"175,748","10,226,288",17.62%,188.38,"$12,236,672","$1,681",$518.27,PARK AVE,SAINT EDWARDS ST,MYRTLE AVE,PRINCE ST,BROOKLYN,2,8,25,57,35,2/24/44,1977/07/01-ATP 1,,,
1/1/16,INTERNATIONAL TOWER,NY005010910,316,091,296,296,NY005241,FEDERAL,TURNKEY,NEW CONST (ELD),,146,159,520.0,3.56,,171,171,1,0,1,10,"42,500",0.98,"42,500",0.98,"12,689","1,126,314",29.86%,174.49,"$10,992,764","$19,269",$341.04,170TH ST,90TH AVE,169TH ST,JAMAICA AVE,QUEENS,12,5,14,29,27,5/31/83,,EXCLUSIVELY,YES,
1/1/16,ISAACS,NY005011390,139,139,253,253,NY005057,FEDERAL,CONVENTIONAL,NEW CONST,,632,636,2631.0,4.16,,"1,278","1,278",3,1,4,24,"152,173",3.49,"152,173",3.49,"32,645","4,857,894",21.45%,366.19,"$13,251,410","$5,009",$503.35,E 93RD ST,FIRST AVE,FDR DRIVE,,MANHATTAN,8,12,29,68,5,7/31/65,,,,
1/1/16,JACKSON,NY005012670,120,267,243,243,NY005043,FEDERAL,CONVENTIONAL,NEW CONST,,868,868,4137.0,4.7699999999999996,,"2,362","2,362",7,1,7,16,"343,403",7.88,"343,403",7.88,"59,552","7,682,714",17.34%,299.75,"$14,850,303","$3,590",$471.58,PARK AVE,COURTLANDT AVE,E 158TH ST,E 156TH ST,BRONX,1,15,32,79,17,7/31/63,,,,
1/1/16,JEFFERSON,NY005010640,064,064,219,219,NY005016,FEDERAL,CONVENTIONAL,NEW CONST,,"1,488","1,493",6954.0,4.67,,"3,468","3,468",18,1,35,7-13-14,"757,179",17.38,"757,179",17.38,"149,778","13,032,612",19.78%,199.54,"$26,894,981","$3,854",$502.17,E 112TH ST,THIRD AVE,E 115TH ST,FIRST AVE,MANHATTAN,11,13,30,68,8,8/28/59,,,,
1/1/16,JOHNSON,NY005000170,017,017,516,516,NY005213H,FEDERAL,CONVENTIONAL,NEW CONST,,"1,297","1,310",6125.5,4.72,,"3,168","3,168",10,0,17,14,"517,632",11.88,"456,630",10.48,"97,804","10,582,024",18.89%,266.67,"$14,348,000","$2,337",$530.90,E 112TH ST,E 115TH ST,THIRD AVE,PARK AVE,MANHATTAN,11,13,30,68,8,12/27/48,1977/07/01-ATP 1,,,
1/1/16,KING TOWERS,NY005010300,030,030,518,518,NY005213J,FEDERAL,CONVENTIONAL,NEW CONST,,"1,378","1,379",6345.0,4.5999999999999996,,"3,085","3,085",10,0,10,13-14,"599,120",13.75,"555,560",12.75,"98,822","11,745,000",16.49%,224.36,"$19,859,000","$3,135",$502.72,W 112TH ST,LENOX AVE,W 115TH ST,FIFTH AVE,MANHATTAN,10,13,30,68,9,11/1/54,1977/07/01-ATP 1,,,
1/1/16,KINGSBOROUGH,NY005010100,010,010,205,205,NY005006,FEDERAL,CONVENTIONAL,NEW CONST,,"1,164","1,165",4749.0,4.08,,"2,510","2,510",16,0,35,6,"695,544",15.97,"665,526",15.28,"129,189","8,037,853",18.57%,157.16999999999999,"$5,175,100","$1,107",$448.93,RALPH AVE,PACIFIC ST,BERGEN ST,ROCHESTER AVE,BROOKLYN,"8, 16",8,25,"55, 56",41,10/31/41,,,,
1/1/16,KINGSBOROUGH EXTENSION,NY005010100,161,010,268,205,NY005071,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,184,184,644.0,3.5,,195,195,1,0,1,25,"63,254",1.45,"63,254",1.45,"7,110","1,224,082",11.24%,134.47999999999999,"$2,986,383","$4,637",$324.13,BERGEN ST,PACIFIC ST,ROCHESTER AVE,RALPH AVE,BROOKLYN,8,8,25,56,41,5/31/66,,EXCLUSIVELY,,
1/1/16,LA GUARDIA,NY005010760,076,076,221,221,NY005021,FEDERAL,CONVENTIONAL,NEW CONST,,"1,092","1,094",5102.0,4.67,,"2,512","2,512",9,0,9,16,"469,672",10.78,"415,455",9.5399999999999991,"63,621","8,909,852",13.55%,233.02,"$17,157,591","$3,356",$528.50,RUTGERS ST,MADISON ST,MONTGOMERY ST,CHERRY ST,MANHATTAN,3,7,26,65,1,8/8/57,,,,
1/1/16,LA GUARDIA ADDITION,NY005010760,152,076,262,221,NY005061,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,149,150,491.5,3.3,,187,187,1,0,1,16,"26,052",0.6,"26,052",0.6,"5,618","914,382",21.56%,311.67,"$2,876,132","$5,645",$291.84,CHERRY ST,MADISON ST,RUTGERS ST,MONTGOMERY ST,MANHATTAN,3,7,26,65,1,8/31/65,,EXCLUSIVELY,,
1/1/16,LAFAYETTE,NY005001220,122,122,247,247,NY005047,FEDERAL,CONVENTIONAL,NEW CONST,,882,882,4385.0,4.97,,"2,462","2,462",7,0,7,13-15-20,"334,323",7.68,"304,776",7,"58,504","8,369,220",17.50%,320.57,"$14,689,766","$3,350",$568.67,LAFAYETTE AVE,CLASSON AVE,DEKALB AVE,FRANKLIN AVE,BROOKLYN,3,8,25,57,35,7/31/62,,,,
1/1/16,LATIMER GARDENS,NY005011860,186,186,290,290,NY005093,FEDERAL,CONVENTIONAL,NEW CONST,,423,423,1708.5,4.04,,802,802,4,0,4,10,"167,134",3.84,"167,134",3.84,"40,077","3,430,247",23.98%,208.85,"$9,310,959","$5,442",$484.61,"34TH, 35TH AVES",LINDEN PL,LEAVITT ST,137TH ST,QUEENS,7,6,11,40,20,9/30/70,,,,
1/1/16,LAVANBURG HOMES,NY005003100,310,310,578,578,NY005248,FEDERAL,CONVENTIONAL,REHAB,,95.00,104.00,391.5,4.12,,,,1,0,6,6,"23,032.00",0.53,"23,032.00",0.53,"12,882.00","937,200.00",55.93%,,"$5,742,000.00","$12,903.00",,E HOUSTON ST,BARUCH PL,A NEW ST,MANGIN ST,MANHATTAN,3,7,26,74,02,09/26/1984,,,,
1/1/16,LEAVITT STREET-34TH AVENUE,NY005011860,201,186,386,290,NY005191,FEDERAL,TURNKEY,NEW CONST (ELD),,83,83,272.5,3.28,,106,106,1,0,1,6,"20,013",0.46,"20,013",0.46,"8,465","571,608",42.30%,230.43,"$2,606,744","$9,244",$308.20,LEAVITT ST,UNION ST,34TH AVE,34TH RD,QUEENS,7,6,11,40,20,10/31/74,,EXCLUSIVELY,,
1/1/16,LEHMAN VILLAGE,NY005001010,101,101,238,238,NY005033,FEDERAL,CONVENTIONAL,NEW CONST,,617,622,2893.5,4.6900000000000004,,"1,481","1,481",4,1,5,20,"177,426",4.07,"177,426",4.07,"28,904","5,367,611",16.29%,363.88,"$11,549,370","$3,959",$521.88,MADISON AVE,PARK AVE,E 106TH ST,E 110TH ST,MANHATTAN,11,13,30,68,8,11/30/63,,,,
1/1/16,LENOX ROAD-ROCKAWAY PARKWAY,NY005011670,348,167,763,763,NY005292,FEDERAL,TURNKEY,REHAB,,74,74,327.0,4.42,,179,179,3,0,3,4,"24,000",0.55000000000000004,"24,000",0.55000000000000004,"18,791","943,450",78.30%,325.45,"$4,669,919","$14,281",$527.69,KINGS HIGHWAY,E 98TH ST,WILIMOHR ST,E 97TH ST,BROOKLYN,17,9,20,"55, 58",41,9/1/85,,,YES,
1/1/16,LEXINGTON,NY005010620,050,062,374,217,NY005183C,FEDERAL,CONVENTIONAL,NEW CONST,,448,448,1901.0,4.24,,844,844,4,0,4,14,"151,467",3.48,"151,467",3.48,"35,222","3,879,000",23.25%,242.53,"$4,780,152","$2,515",$505.09,E 98TH ST,THIRD AVE,E 99TH ST,PARK AVE,MANHATTAN,11,13,30,68,5,3/16/51,1972/06/29-FED TRAN,,,
1/1/16,LINCOLN,NY005000200,020,020,513,513,NY005213E,FEDERAL,CONVENTIONAL,NEW CONST,,"1,283","1,286",6113.5,4.7699999999999996,,"3,023","3,023",14,0,20,6-14,"551,740",12.67,"508,561",11.67,"106,738","10,743,035",19.35%,238.6,"$14,324,000","$2,358",$479.24,E 132ND ST,E 135TH ST,FIFTH AVE,PARK AVE,MANHATTAN,11,13,30,70,9,12/29/48,1977/07/01-ATP 1,,,
1/1/16,LINDEN,NY005020950,095,095,672,672,NY005377,MIXED FINANCE/LLC2,CONVENTIONAL,NEW CONST,395,"1,586","1,586",7311.0,4.6100000000000003,1164,2645,"3,809",19,2,21,8-14,"1,299,426",29.83,"1,299,426",29.83,"173,020","14,333,039",13.06%,127.69,"$20,230,969","$2,767",$512.11,VERMONT ST,STANLEY AVE,SCHENCK AVE,COZINE AVE,BROOKLYN,5,8,19,60,42,7/17/58,,,,
1/1/16,LONG ISLAND BAPTIST HOUSES,NY005012610,276,261,502,375,NY005201,FEDERAL,CONVENTIONAL,REHAB,,230,232,1044.0,4.54,,566,566,4,0,4,6,"78,700",1.81,"78,700",1.81,"37,700","2,490,500",47.90%,312.70999999999998,"$11,627,063","$11,010",$464.52,SUTTER AVE,SHEFFIELD AVE,DUMONT AVE,HINSDALE ST,BROOKLYN,5,8,19,60,42,6/30/81,,,YES,
1/1/16,LONGFELLOW AVENUE REHAB,NY005015300,362,530,794,748,NY005295,FEDERAL,TURNKEY,REHAB,,75,75,412.5,5.5,,287,287,2,0,2,5,"26,724",0.61,"26,724",0.61,"16,773","1,060,415",62.76%,470.49,"$7,044,209","$17,077",$609.08,WESTCHESTER AVE,WHITLOCK AVE,E 165TH ST,BRYANT AVE,BRONX,2,15,32,85,17,10/31/90,,,YES,YES
1/1/16,LOW HOUSES,NY005011690,169,169,276,276,NY005082,FEDERAL,CONVENTIONAL,NEW CONST,,535,536,2546.5,4.76,,"1,408","1,408",4,0,4,17-18,"256,459",5.89,"256,459",5.89,"45,163","4,802,466",17.61%,239.05,"$10,312,262","$4,052",$453.76,SACKMAN ST,POWELL ST,CHRISTOPHER ST,PITKIN AVE,BROOKLYN,16,8,"19, 20",55,41,12/31/67,,,,
1/1/16,LOWER EAST SIDE I INFILL,NY005011000,326,100,784,784,NY005259,FEDERAL,TURNKEY,NEW CONST,,189,189,777.5,4.1100000000000003,,365,365,5,0,15,4-9,"86,078",1.98,"86,078",1.98,"37,227","1,657,278",43.25%,184.34,"$14,369,576","$18,482",$475.48,DELANCEY ST,RIVINGTON ST,FORSYTHE ST,ELDRIDGE ST,MANHATTAN,3,7,26,65,1,6/1/88,,PARTIALLY,YES,
1/1/16,LOWER EAST SIDE II,NY005012920,337,292,783,555,NY005262,FEDERAL,TURNKEY,NEW CONST,,186,188,838.0,4.51,,458,458,4,1,32,3,"167,568",3.85,"167,568",3.85,"59,808","1,622,292",35.69%,118.96,"$14,709,271","$17,346",$540.70,E 4TH & 5TH STS,E 6TH ST,AVENUES B & C,AVENUE D,MANHATTAN,3,12,26,74,2,11/1/88,,,YES,
1/1/16,LOWER EAST SIDE III,NY005013590,364,359,548,840,NY005215,FEDERAL,TURNKEY,NEW CONST,,56,56,280.0,5,,192,192,2,1,3,4,"42,733",0.98,"42,733",0.98,"22,801","596,573",53.36%,195.92,"$7,324,340","$26,158",$543.00,E 9TH ST,AVENUE D,E 8TH ST,AVENUE C,MANHATTAN,3,12,27,74,2,4/30/97,,,YES,YES
1/1/16,LOWER EAST SIDE REHAB (GROUP 5),NY005012920,292,292,555,555,NY005233,FEDERAL,TURNKEY,REHAB,,54,55,226.0,4.1900000000000004,,122,122,2,0,2,6,"17,872",0.41,"17,872",0.41,"10,275","490,400",57.49%,297.56,"$4,322,735","$18,795",$582.43,AVENUE C,E 6TH ST,E 7TH ST,,MANHATTAN,3,12,27,74,2,12/1/86,,,YES,
1/1/16,MANHATTANVILLE,NY005020810,081,081,429,429,NY005378,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,184,"1,272","1,272",6004.0,4.72,528,2514,"3,042",6,0,6,20,"538,367",12.36,"538,367",12.36,"83,754","11,967,873",15.56%,246.12,"$25,774,000","$4,306",$527.12,W 133RD ST,BROADWAY,AMSTERDAM AVE,W 129TH ST,MANHATTAN,9,13,"30, 31",70,7,6/30/61,,,,
1/1/16,MANHATTANVILLE REHAB (GROUP 2),NY005010810,296,081,557,558,NY005235,FEDERAL,CONVENTIONAL,REHAB,,46,46,187.0,4.07,,90,90,3,0,3,5-6,"11,843",0.27,"11,843",0.27,"8,099","434,570",68.39%,333.33,"$6,002,000","$32,096",$478.96,BROADWAY,W 134TH ST,AMSTERDAM AVE,W 135TH ST,MANHATTAN,9,13,31,70,7,11/1/88,,,YES,
1/1/16,MANHATTANVILLE REHAB (GROUP 3),NY005010810,297,081,558,558,NY005236,FEDERAL,CONVENTIONAL,REHAB,,51,51,220.5,4.32,,112,112,2,0,2,5-6,"13,988",0.32,"13,988",0.32,"9,930","547,624",70.99%,350,"$3,652,758","$16,603",$360.32,BROADWAY,W 133RD ST,AMSTERDAM AVE,W 134TH ST,MANHATTAN,9,13,31,70,7,9/30/83,,,YES,
1/1/16,MARBLE HILL,NY005020490,049,049,638,638,NY005379,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,212,"1,682","1,682",7119.0,4.2300000000000004,502,2868,"3,370",11,1,11,14-15,"724,809",16.64,"652,495",14.98,"111,631","13,300,359",15.40%,202.52,"$17,882,055","$2,539",$480.14,EXTERIOR ST,W 225TH ST,BROADWAY,W 230TH ST,BRONX,8,13,"31, 33","72, 81","10, 11, 14",3/6/52,,,,
1/1/16,MARCY,NY005000210,021,021,514,514,NY005213F,FEDERAL,CONVENTIONAL,NEW CONST,,"1,714","1,717",8257.0,4.82,,"4,389","4,389",27,1,71,6,"1,241,000",28.49,"1,101,547",25.29,"240,198","13,741,160",19.36%,154.05000000000001,"$19,420,000","$2,347",$508.66,FLUSHING AVE,MARCY AVE,NOSTRAND AVE,MYRTLE AVE,BROOKLYN,3,7,18,56,36,1/19/49,1977/07/01-ATP 1,,,
1/1/16,MARCY AVENUE-GREENE AVENUE SITE A,NY005013590,363,359,803,840,NY005300,FEDERAL,TURNKEY,NEW CONST,,48,48,231.0,4.8099999999999996,,127,127,2,0,7,3,"51,104",1.17,"51,104",1.17,"16,354","434,689",32.00%,108.55,"$5,042,549","$21,829",$462.00,GREENE AVE,MARCY AVE,NOSTRAND AVE,LEXINGTON AVE,BROOKLYN,3,8,25,56,36,6/30/97,,,YES,YES
1/1/16,MARCY AVENUE-GREENE AVENUE SITE B,NY005013590,358,359,804,840,NY005293,FEDERAL,TURNKEY,NEW CONST,,30,30,145.0,4.83,,81,81,1,0,5,3,"36,926",0.85,"36,926",0.85,"10,081","267,953",27.30%,95.29,"$3,168,261","$21,850",$413.00,GREENE AVE,MARCY AVE,NOSTRAND AVE,LEXINGTON AVE,BROOKLYN,3,8,25,56,36,6/30/97,,,YES,YES
1/1/16,MARINER'S HARBOR,NY005000770,077,077,228,228,NY005020,FEDERAL,CONVENTIONAL,NEW CONST,,606,607,2853.0,4.71,,"1,588","1,588",22,0,32,3-6,"947,622",21.75,"816,256",18.739999999999998,"124,890","5,691,790",13.18%,73.010000000000005,"$8,072,855","$2,826",$469.68,GRAND VIEW AVE,ROXBURY ST,LOCKMAN AVE,CONTINENTAL PL,STATEN ISLAND,1,11,23,63,49,9/3/54,,,,
1/1/16,MARLBORO,NY005020830,083,083,426,426,NY005380,MIXED FINANCE/LLC1,CONVENTIONAL,NEW CONST,284,"1,763","1,765",8241.5,4.67,786,3473,"4,259",28,2,30,7-16,"1,518,505",34.86,"1,471,805",33.79,"202,426","15,183,887",13.33%,122.17,"$22,429,000","$2,783",$489.95,STILLWELL AVE,AVENUE V,86TH ST,AVENUE X,BROOKLYN,13,11,23,"45, 47",47,2/27/58,,,,
1/1/16,MARSHALL PLAZA,NY005010030,344,003,754,754,NY005265,FEDERAL,TURNKEY,NEW CONST (ELD),,180,180,630.0,3.5,,205,205,1,0,1,13,"20,083",0.46,"20,083",0.46,"10,354","1,181,481",51.56%,445.65,"$12,233,985","$19,419",$301.42,BROADWAY,W 158TH ST,AMSTERDAM AVE,W 157TH ST,MANHATTAN,12,13,31,71,7,6/30/86,,EXCLUSIVELY,YES,
1/1/16,MCKINLEY,NY005000590,103,059,236,236,NY005031,FEDERAL,CONVENTIONAL,NEW CONST,,616,619,2932.0,4.76,,"1,535","1,535",5,1,5,16,"289,985",6.66,"233,735",5.37,"41,286","5,580,675",14.24%,230.48,"$10,418,410","$3,535",$463.56,E 161ST ST,E 163RD ST,TINTON AVE,KINGSLAND PL,BRONX,3,15,32,79,16,7/31/62,,,,
1/1/16,MELROSE,NY005010280,028,028,523,523,NY005216B,FEDERAL,CONVENTIONAL,NEW CONST,,"1,020","1,023",4850.0,4.75,,"2,510","2,510",8,1,9,14,"541,687",12.44,"498,060",11.43,"68,826","8,736,312",12.71%,201.77,"$12,236,000","$2,515",$446.98,MORRIS AVE,E 153RD ST,COURTLANDT AVE,E 156TH ST,BRONX,1,15,32,"79, 84",17,6/20/52,1978/02/01-ATP 2,,,
1/1/16,MELTZER TOWER,NY005011000,183,100,286,237,NY005085,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,228,231,684.0,3,,240,240,1,0,1,20,"50,180",1.1499999999999999,"50,180",1.1499999999999999,"6,910","1,316,253",13.77%,208.7,"$5,622,697","$7,487",$293.25,E 1ST ST,FIRST AVE,E 2ND ST,AVENUE A,MANHATTAN,3,12,26,65,2,8/31/71,,EXCLUSIVELY,,
1/1/16,METRO NORTH PLAZA,NY005010090,181,112,284,284,NY005092,FEDERAL,CONVENTIONAL,NEW CONST,,271,275,1301.5,4.8,,632,632,3,0,3,7-8-11,"99,827",2.29,"99,827",2.29,"34,752","2,668,090",34.81%,275.98,"$6,733,865","$5,105",$492.63,E 101ST ST,FIRST AVE,E 102ND ST,SECOND AVE,MANHATTAN,11,13,29,68,8,8/31/71,,,,
1/1/16,MIDDLETOWN PLAZA,NY005010340,191,034,302,313,NY005096B,FEDERAL,CONVENTIONAL,NEW CONST (ELD),,177,179,602.5,3.4,,198,198,1,0,1,15,"49,309",1.1299999999999999,"49,309",1.1299999999999999,"10,076","1,078,917",20.43%,175.22,"$6,090,291","$9,776",$320.16,ROBERTS AVE,JARVIS AVE,MIDDLETOWN RD,HOBART AVE,BRONX,10,14,34,82,13,8/31/73,,EXCLUSIVELY,,
1/1/16,MILL BROOK,NY005010840,084,084,570,570,NY005244C,FEDERAL,CONVENTIONAL,NEW CONST,,"1,251","1,255",5798.5,4.6399999999999997,,"2,911","2,911",9,0,9,16,"539,327",12.38,"495,067",11.37,"76,410","10,446,587",14.17%,235.14,"$22,176,000","$3,898",$434.83,E 135TH ST,BROOK AVE,E 137TH ST,CYPRESS AVE,BRONX,1,15,29,84,8,5/26/59,1979/08/01-ATP 4,,,
1/1/16,MILL BROOK EXTENSION,NY005010840,132,084,570,570,NY005244C,FEDERAL,CONVENTIONAL,NEW CONST,,125,125,611.5,4.8899999999999997,,318,318,1,0,1,16,"22,500",0.52,"22,500",0.52,"8,660","1,130,657",38.49%,611.54,"$1,957,000","$3,198",$458.47,CYPRESS AVE,E 135TH ST,E 137TH ST,,BRONX,1,15,29,84,8,1/31/62,1979/08/01-ATP 4,,,
1/1/16,MITCHEL,NY005011450,145,145,249,249,NY005050,FEDERAL,CONVENTIONAL,NEW CONST,,"1,731","1,732",7546.5,4.3600000000000003,,"4,109","4,109",10,1,12,17-19-20,"699,494",16.059999999999999,"653,938",15.01,"97,114","14,044,919",13.88%,255.85,"$33,012,851","$4,350",$448.87,LINCOLN AVE,E 138TH ST,WILLIS AVE,E 135TH ST,BRONX,1,15,29,84,8,2/28/66,,PARTIALLY,,
